,beds,baths,size,zip_code,price
0,3,2.5,2590.0,98144,3.861003861003861
1,4,2.0,2240.0,98106,4.464285714285714
2,4,3.0,2040.0,98107,4.901960784313726
3,4,3.0,3800.0,98199,2.6315789473684212
4,2,2.0,1042.0,98102,9.596928982725528
5,2,2.0,1190.0,98107,8.403361344537815
6,1,1.0,670.0,98133,14.925373134328359
7,5,3.5,4510.0,98105,2.2172949002217295
8,3,2.5,1520.0,98108,6.578947368421052
9,4,2.0,2340.0,98178,4.273504273504273
10,3,2.0,1320.0,98103,7.575757575757576
11,3,2.0,1800.0,98177,5.555555555555555
12,3,2.5,2490.0,98103,4.016064257028113
13,4,3.0,2650.0,98115,3.7735849056603774
14,5,1.5,2560.0,98199,3.90625
15,2,1.5,900.0,98133,11.11111111111111
16,3,3.5,1360.0,98103,7.352941176470588
17,1,1.0,550.0,98122,18.181818181818183
18,3,2.5,2974.0,98119,3.3624747814391394
19,4,3.5,1989.0,98117,5.027652086475616
20,2,2.0,1332.0,98199,7.5075075075075075
21,4,3.0,2668.0,98116,3.7481259370314843
22,2,1.0,770.0,98133,12.987012987012987
23,3,1.5,1280.0,98146,7.8125
24,5,3.5,3200.0,98133,3.125
25,2,1.5,889.0,98103,11.24859392575928
26,1,1.0,508.0,98109,19.68503937007874
27,3,2.0,3140.0,98117,3.1847133757961785
28,4,2.0,2000.0,98125,5.0
29,1,1.0,792.0,98101,12.626262626262626
30,3,2.5,1690.0,98108,5.9171597633136095
31,4,5.5,3000.0,98126,3.3333333333333335
32,3,3.0,1550.0,98115,6.451612903225806
33,2,2.0,871.0,98119,11.481056257175661
34,4,1.5,1940.0,98118,5.154639175257732
35,1,1.0,474.0,98101,21.09704641350211
36,3,2.0,1770.0,98146,5.649717514124294
37,5,5.0,2510.0,98133,3.9840637450199203
38,1,1.0,750.0,98199,13.333333333333334
39,1,1.0,573.0,98102,17.452006980802793
40,3,2.5,1500.0,98103,6.666666666666667
41,5,4.0,2920.0,98133,3.4246575342465753
42,3,2.0,2817.0,98103,3.549875754348598
43,1,1.0,617.0,98109,16.207455429497568
44,2,2.0,1280.0,98112,7.8125
45,2,2.0,1523.0,98121,6.5659881812212735
46,2,1.0,1240.0,98126,8.064516129032258
47,4,2.5,2280.0,98106,4.385964912280702
48,5,3.5,3590.0,98136,2.785515320334262
49,4,3.5,2478.0,98115,4.035512510088782
50,3,3.0,2360.0,98117,4.237288135593221
51,2,1.0,720.0,98177,13.88888888888889
52,3,2.0,2480.0,98126,4.032258064516129
53,3,2.0,1550.0,98199,6.451612903225806
54,2,1.0,780.0,98103,12.820512820512821
55,5,3.0,2820.0,98136,3.5460992907801416
56,5,3.0,2900.0,98112,3.4482758620689653
57,2,2.0,1092.0,98122,9.157509157509157
58,3,2.0,1731.0,98125,5.7770075101097635
59,3,2.5,1500.0,98105,6.666666666666667
60,2,2.5,1344.0,98122,7.440476190476191
61,4,5.5,4040.0,98105,2.4752475247524752
62,5,3.0,2320.0,98168,4.310344827586207
63,5,3.0,2820.0,98136,3.5460992907801416
64,3,1.0,1070.0,98117,9.345794392523365
65,2,1.0,1113.0,98102,8.984725965858042
66,4,2.0,2100.0,98117,4.761904761904762
67,3,2.5,2620.0,98119,3.816793893129771
68,3,2.0,1270.0,98103,7.874015748031496
69,3,2.0,2702.0,98103,3.7009622501850483
70,4,3.5,2031.0,98117,4.923682914820286
71,3,2.0,2350.0,98178,4.25531914893617
72,4,1.5,2640.0,98115,3.787878787878788
73,3,1.5,1340.0,98106,7.462686567164179
74,6,3.5,8660.0,98102,1.1547344110854503
75,2,2.5,1365.0,98118,7.326007326007326
76,1,1.0,635.0,98104,15.748031496062993
77,3,1.0,1800.0,98168,5.555555555555555
78,2,1.0,870.0,98118,11.494252873563218
79,3,3.5,1510.0,98103,6.622516556291391
80,3,1.0,1120.0,98106,8.928571428571429
81,4,2.5,2580.0,98146,3.875968992248062
82,2,2.0,875.0,98115,11.428571428571429
83,3,4.0,2220.0,98109,4.504504504504505
84,1,1.0,607.0,98119,16.474464579901152
85,3,2.0,1496.0,98144,6.684491978609626
86,4,3.5,2670.0,98118,3.745318352059925
87,2,1.5,1810.0,98115,5.524861878453039
88,1,1.0,582.0,98109,17.18213058419244
89,2,2.0,1006.0,98121,9.940357852882704
90,3,5.5,1530.0,98103,6.5359477124183005
91,2,1.0,820.0,98118,12.195121951219512
92,3,2.0,1960.0,98105,5.1020408163265305
93,4,3.0,2110.0,98133,4.739336492890995
94,4,3.5,3010.0,98106,3.3222591362126246
95,3,1.0,2200.0,98105,4.545454545454546
96,3,2.5,1820.0,98118,5.4945054945054945
97,4,4.0,3040.0,98119,3.289473684210526
98,3,2.0,1800.0,98118,5.555555555555555
99,1,1.0,800.0,98122,12.5
100,3,3.0,1450.0,98117,6.896551724137931
101,1,1.0,756.0,98121,13.227513227513228
102,1,1.0,742.0,98126,13.477088948787062
103,4,2.0,2400.0,98119,4.166666666666667
104,2,2.0,1607.0,98101,6.222775357809583
105,4,3.5,3057.0,98117,3.271180896303566
106,1,1.0,649.0,98105,15.408320493066256
107,4,4.0,3142.0,98119,3.1826861871419476
108,3,1.0,1050.0,98106,9.523809523809524
109,3,2.0,1720.0,98199,5.813953488372093
110,3,3.5,2650.0,98136,3.7735849056603774
111,2,1.5,2680.0,98102,3.7313432835820897
112,4,2.5,2550.0,98115,3.9215686274509802
113,9,4.0,3800.0,98116,2.6315789473684212
114,2,2.0,1320.0,98125,7.575757575757576
115,4,2.0,1910.0,98168,5.2356020942408374
116,2,1.0,773.0,98133,12.936610608020699
117,1,1.0,589.0,98121,16.97792869269949
118,1,1.0,510.0,98102,19.607843137254903
119,4,3.5,2661.0,98108,3.757985719654265
120,2,2.0,843.0,98103,11.862396204033216
121,4,3.0,2250.0,98115,4.444444444444445
122,4,1.5,2080.0,98116,4.8076923076923075
123,3,3.5,1370.0,98117,7.299270072992701
124,1,1.0,699.0,98115,14.30615164520744
125,2,3.0,1840.0,98125,5.434782608695652
126,4,3.5,3040.0,98177,3.289473684210526
127,2,1.0,858.0,98144,11.655011655011656
128,5,8.5,3110.0,98115,3.215434083601286
129,2,2.0,1147.0,98115,8.718395815170009
130,2,1.0,868.0,98144,11.52073732718894
131,2,2.5,1538.0,98105,6.501950585175552
132,2,1.0,1480.0,98126,6.756756756756757
133,2,2.0,932.0,98103,10.729613733905579
134,2,2.0,981.0,98133,10.193679918450561
135,2,2.0,866.0,98107,11.547344110854503
136,4,3.5,2000.0,98115,5.0
137,3,3.5,1470.0,98117,6.802721088435374
138,2,2.0,1840.0,98122,5.434782608695652
139,4,2.0,2230.0,98125,4.484304932735426
140,2,1.5,1290.0,98115,7.751937984496124
141,3,2.5,1670.0,98178,5.9880239520958085
142,1,1.0,630.0,98146,15.873015873015873
143,3,2.0,1880.0,98144,5.319148936170213
144,2,2.0,1188.0,98102,8.417508417508417
145,2,1.5,1300.0,98133,7.6923076923076925
146,1,1.0,857.0,98121,11.668611435239207
147,2,2.0,1071.0,98119,9.337068160597573
148,5,4.0,2810.0,98103,3.5587188612099645
149,4,2.5,2400.0,98109,4.166666666666667
150,3,3.5,1670.0,98178,5.9880239520958085
151,3,2.5,2734.0,98109,3.6576444769568397
152,3,2.5,1670.0,98117,5.9880239520958085
153,3,3.0,1530.0,98126,6.5359477124183005
154,4,1.0,1720.0,98122,5.813953488372093
155,3,1.0,1200.0,98105,8.333333333333334
156,5,3.0,2030.0,98144,4.926108374384237
157,3,2.0,2370.0,98126,4.219409282700422
158,3,1.5,1720.0,98117,5.813953488372093
159,1,1.0,813.0,98121,12.300123001230013
160,3,2.0,1590.0,98106,6.289308176100629
161,1,1.0,626.0,98122,15.97444089456869
162,2,1.0,840.0,98108,11.904761904761905
163,2,2.0,1030.0,98122,9.70873786407767
164,5,2.5,2870.0,98168,3.484320557491289
165,1,1.0,792.0,98121,12.626262626262626
166,2,1.5,994.0,98106,10.060362173038229
167,3,2.0,1630.0,98168,6.134969325153374
168,3,1.5,1172.0,98122,8.532423208191126
169,3,2.0,1806.0,98126,5.537098560354374
170,4,2.5,3060.0,98115,3.2679738562091503
171,5,3.5,3820.0,98118,2.6178010471204187
172,2,2.0,1328.0,98104,7.530120481927711
173,3,2.5,2350.0,98115,4.25531914893617
174,3,2.5,2080.0,98117,4.8076923076923075
175,3,1.0,1000.0,98118,10.0
176,2,1.5,1131.0,98144,8.841732979664014
177,4,3.0,2230.0,98178,4.484304932735426
178,5,3.0,3130.0,98122,3.194888178913738
179,5,3.0,3750.0,98107,2.6666666666666665
180,2,2.0,1080.0,98144,9.25925925925926
181,2,2.0,1720.0,98116,5.813953488372093
182,1,1.0,854.0,98107,11.7096018735363
183,3,2.0,1286.0,98136,7.776049766718507
184,2,1.5,1230.0,98122,8.130081300813009
185,2,1.0,1422.0,98117,7.032348804500703
186,4,3.5,3956.0,98125,2.5278058645096055
187,6,5.0,3620.0,98119,2.7624309392265194
188,3,1.5,1370.0,98178,7.299270072992701
189,1,1.0,700.0,98144,14.285714285714286
190,2,3.0,1824.0,98101,5.482456140350878
191,1,1.0,956.0,98104,10.460251046025105
192,4,2.0,2370.0,98115,4.219409282700422
193,4,2.5,2200.0,98106,4.545454545454546
194,6,3.0,3020.0,98178,3.3112582781456954
195,5,3.0,3400.0,98168,2.9411764705882355
196,3,1.0,1660.0,98115,6.024096385542169
197,4,2.0,2080.0,98178,4.8076923076923075
198,2,1.5,917.0,98103,10.905125408942203
199,2,1.0,900.0,98126,11.11111111111111
200,4,4.5,3960.0,98144,2.525252525252525
201,1,1.0,889.0,98121,11.24859392575928
202,5,3.5,3310.0,98115,3.0211480362537766
203,1,1.0,621.0,98133,16.10305958132045
204,3,3.5,1467.0,98144,6.81663258350375
205,4,2.0,1910.0,98106,5.2356020942408374
206,3,2.5,1563.0,98118,6.397952655150352
207,5,3.5,3340.0,98106,2.9940119760479043
208,4,3.0,2390.0,98119,4.184100418410042
209,2,1.5,1131.0,98144,8.841732979664014
210,2,2.0,1201.0,98103,8.32639467110741
211,3,3.0,1940.0,98199,5.154639175257732
212,1,1.0,519.0,98105,19.26782273603083
213,2,1.0,1760.0,98116,5.681818181818182
214,4,3.0,1680.0,98117,5.9523809523809526
215,2,2.0,1192.0,98103,8.389261744966444
216,4,4.0,2300.0,98105,4.3478260869565215
217,3,2.5,2304.0,98117,4.340277777777778
218,4,4.0,2650.0,98103,3.7735849056603774
219,5,4.0,4210.0,98105,2.375296912114014
220,4,3.0,2840.0,98177,3.5211267605633805
221,2,1.0,980.0,98107,10.204081632653061
222,4,4.5,2440.0,98105,4.098360655737705
223,2,2.0,1140.0,98117,8.771929824561404
224,4,3.5,1824.0,98103,5.482456140350878
225,2,2.0,1115.0,98121,8.968609865470851
226,4,3.0,2478.0,98105,4.035512510088782
227,2,2.0,1140.0,98133,8.771929824561404
228,3,1.5,1172.0,98122,8.532423208191126
229,2,2.0,1433.0,98136,6.978367062107467
230,3,2.0,1520.0,98117,6.578947368421052
231,3,2.5,1380.0,98106,7.246376811594203
232,15,6.0,11010.0,98112,0.9082652134423251
233,4,2.0,1750.0,98105,5.714285714285714
234,3,2.5,3590.0,98103,2.785515320334262
235,1,1.0,646.0,98133,15.479876160990711
236,5,3.0,2040.0,98118,4.901960784313726
237,2,2.0,1560.0,98115,6.410256410256411
238,2,2.5,1088.0,98107,9.191176470588236
239,2,1.0,1460.0,98115,6.8493150684931505
240,3,2.0,1380.0,98117,7.246376811594203
241,2,1.0,1000.0,98116,10.0
242,2,2.0,1128.0,98144,8.865248226950355
243,1,1.0,776.0,98116,12.88659793814433
244,3,2.5,2000.0,98106,5.0
245,3,2.0,2029.0,98115,4.928536224741252
246,4,5.5,2867.0,98115,3.487966515521451
247,4,3.0,1180.0,98117,8.474576271186441
248,3,2.0,1920.0,98199,5.208333333333333
249,2,2.0,2220.0,98126,4.504504504504505
250,2,3.0,1300.0,98107,7.6923076923076925
251,1,1.0,596.0,98109,16.778523489932887
252,3,2.0,1460.0,98106,6.8493150684931505
253,3,2.5,2500.0,98117,4.0
254,3,2.5,1540.0,98122,6.4935064935064934
255,5,3.0,2550.0,98106,3.9215686274509802
256,2,2.0,1018.0,98199,9.82318271119843
257,3,2.5,1520.0,98106,6.578947368421052
258,1,1.0,640.0,98104,15.625
259,4,3.0,2190.0,98126,4.566210045662101
260,2,1.0,930.0,98133,10.75268817204301
261,5,2.5,2900.0,98106,3.4482758620689653
262,4,3.5,2780.0,98112,3.597122302158273
263,3,1.0,2560.0,98125,3.90625
264,1,1.0,613.0,98122,16.31321370309951
265,3,2.5,1566.0,98122,6.385696040868455
266,2,2.0,1245.0,98168,8.032128514056225
267,3,2.5,1190.0,98144,8.403361344537815
268,5,2.5,2760.0,98126,3.6231884057971016
269,4,1.5,3260.0,98199,3.067484662576687
270,4,3.0,2380.0,98115,4.201680672268908
271,2,2.5,1884.0,98116,5.307855626326964
272,3,2.5,1712.0,98117,5.841121495327103
273,2,2.0,1196.0,98107,8.361204013377927
274,3,2.0,1098.0,98105,9.107468123861567
275,3,3.0,1250.0,98117,8.0
276,1,1.0,880.0,98122,11.363636363636363
277,2,1.5,822.0,98144,12.165450121654501
278,4,2.0,1595.0,98118,6.269592476489028
279,3,3.0,2380.0,98136,4.201680672268908
280,3,2.0,3190.0,98112,3.134796238244514
281,3,2.5,1465.0,98119,6.825938566552901
282,4,2.0,2910.0,98115,3.4364261168384878
283,2,3.0,1140.0,98144,8.771929824561404
284,1,1.0,500.0,98168,20.0
285,3,2.0,1580.0,98126,6.329113924050633
286,1,1.0,683.0,98121,14.641288433382138
287,5,3.0,2430.0,98133,4.11522633744856
288,2,2.0,1128.0,98136,8.865248226950355
289,2,2.0,2360.0,98199,4.237288135593221
290,3,2.5,1396.0,98136,7.163323782234957
291,1,1.0,615.0,98102,16.260162601626018
292,4,2.0,2340.0,98115,4.273504273504273
293,4,1.5,2140.0,98125,4.672897196261682
294,4,3.0,2980.0,98105,3.3557046979865772
295,3,1.5,1390.0,98168,7.194244604316546
296,2,1.0,720.0,98106,13.88888888888889
297,1,1.0,712.0,98133,14.044943820224718
298,4,2.5,1850.0,98108,5.405405405405405
299,3,4.5,1710.0,98126,5.847953216374269
300,2,1.0,970.0,98106,10.309278350515465
301,3,2.0,1606.0,98109,6.226650062266501
302,3,2.5,1815.0,98103,5.509641873278237
303,2,1.0,1120.0,98122,8.928571428571429
304,4,2.0,2220.0,98177,4.504504504504505
305,1,1.0,570.0,98116,17.54385964912281
306,3,2.0,1460.0,98117,6.8493150684931505
307,5,3.0,3820.0,98116,2.6178010471204187
308,3,3.5,2480.0,98119,4.032258064516129
309,5,3.0,2777.0,98125,3.6010082823190492
310,2,2.0,1170.0,98144,8.547008547008547
311,1,1.0,587.0,98125,17.035775127768314
312,3,1.0,1430.0,98103,6.993006993006993
313,2,5.5,1320.0,98144,7.575757575757576
314,2,2.0,2170.0,98116,4.608294930875576
315,1,1.0,635.0,98102,15.748031496062993
316,3,1.5,1630.0,98115,6.134969325153374
317,2,2.0,1900.0,98122,5.2631578947368425
318,3,2.0,1760.0,98106,5.681818181818182
319,3,2.5,1712.0,98107,5.841121495327103
320,4,2.5,3190.0,98102,3.134796238244514
321,4,3.5,3590.0,98109,2.785515320334262
322,1,1.0,630.0,98133,15.873015873015873
323,2,2.0,1150.0,98121,8.695652173913043
324,5,2.0,1830.0,98118,5.46448087431694
325,2,1.0,760.0,98144,13.157894736842104
326,3,2.5,2600.0,98117,3.8461538461538463
327,3,2.0,2130.0,98107,4.694835680751174
328,3,3.5,2899.0,98199,3.449465332873405
329,3,1.0,1090.0,98178,9.174311926605505
330,4,4.0,3360.0,98107,2.9761904761904763
331,4,2.5,2240.0,98117,4.464285714285714
332,2,1.0,886.0,98112,11.286681715575622
333,3,2.0,1560.0,98106,6.410256410256411
334,4,2.0,1730.0,98146,5.780346820809249
335,3,2.0,1700.0,98115,5.882352941176471
336,4,3.5,1909.0,98103,5.238344683080147
337,3,2.0,2180.0,98117,4.587155963302752
338,1,1.0,681.0,98105,14.684287812041116
339,3,3.0,1460.0,98144,6.8493150684931505
340,1,1.0,704.0,98119,14.204545454545455
341,2,1.0,1010.0,98125,9.900990099009901
342,2,2.5,1635.0,98102,6.116207951070336
343,2,1.5,1022.0,98144,9.784735812133073
344,3,1.0,990.0,98146,10.1010101010101
345,2,2.0,1164.0,98117,8.59106529209622
346,1,1.0,583.0,98119,17.152658662092623
347,2,1.5,888.0,98103,11.26126126126126
348,4,2.0,2740.0,98119,3.6496350364963503
349,3,2.0,1670.0,98118,5.9880239520958085
350,3,1.0,830.0,98125,12.048192771084338
351,2,2.0,1200.0,98122,8.333333333333334
352,3,3.5,2530.0,98102,3.952569169960474
353,4,3.0,2660.0,98117,3.7593984962406015
354,4,2.0,2820.0,98117,3.5460992907801416
355,2,1.0,1011.0,98103,9.891196834817013
356,2,1.5,1088.0,98106,9.191176470588236
357,6,3.5,3785.0,98117,2.642007926023778
358,3,2.0,1540.0,98144,6.4935064935064934
359,2,1.5,1180.0,98168,8.474576271186441
360,3,3.5,1968.0,98199,5.08130081300813
361,1,1.0,610.0,98119,16.39344262295082
362,2,2.0,1346.0,98116,7.429420505200595
363,2,2.5,1320.0,98133,7.575757575757576
364,3,3.5,3064.0,98121,3.2637075718015667
365,3,2.0,2980.0,98115,3.3557046979865772
366,4,3.5,3050.0,98102,3.278688524590164
367,3,2.0,2020.0,98133,4.9504950495049505
368,3,2.5,1926.0,98122,5.192107995846314
369,2,1.0,1330.0,98125,7.518796992481203
370,3,2.0,2410.0,98199,4.149377593360996
371,2,2.5,1580.0,98106,6.329113924050633
372,3,1.0,1030.0,98105,9.70873786407767
373,3,3.0,1630.0,98168,6.134969325153374
374,4,2.5,2370.0,98146,4.219409282700422
375,1,1.0,783.0,98101,12.77139208173691
376,4,1.0,1310.0,98146,7.633587786259542
377,3,2.0,1996.0,98117,5.01002004008016
378,3,2.0,1580.0,98126,6.329113924050633
379,1,1.0,781.0,98122,12.804097311139564
380,2,2.0,1517.0,98105,6.591957811470007
381,4,2.0,2360.0,98115,4.237288135593221
382,3,2.0,1496.0,98144,6.684491978609626
383,2,2.5,1250.0,98117,8.0
384,2,2.0,1810.0,98119,5.524861878453039
385,1,1.0,531.0,98121,18.832391713747647
386,4,2.5,2380.0,98105,4.201680672268908
387,2,2.0,1095.0,98177,9.132420091324201
388,2,2.0,1080.0,98106,9.25925925925926
389,2,2.0,1146.0,98112,8.726003490401396
390,4,2.5,1544.0,98117,6.476683937823834
391,1,1.0,707.0,98122,14.144271570014144
392,4,3.0,2067.0,98122,4.837929366231253
393,4,3.0,2360.0,98115,4.237288135593221
394,2,2.0,724.0,98103,13.812154696132596
395,2,2.5,1649.0,98118,6.064281382656155
396,5,2.5,2180.0,98118,4.587155963302752
397,3,2.0,1960.0,98199,5.1020408163265305
398,1,1.0,727.0,98103,13.75515818431912
399,3,2.0,1209.0,98116,8.271298593879239
400,1,1.0,650.0,98116,15.384615384615385
401,5,3.0,3070.0,98117,3.257328990228013
402,4,2.5,2130.0,98136,4.694835680751174
403,4,2.5,2220.0,98144,4.504504504504505
404,4,3.0,2288.0,98126,4.370629370629371
405,2,2.0,1370.0,98121,7.299270072992701
406,5,3.0,3120.0,98178,3.2051282051282053
407,4,2.5,2180.0,98115,4.587155963302752
408,3,2.0,1590.0,98146,6.289308176100629
409,3,1.5,2220.0,98115,4.504504504504505
410,1,1.0,813.0,98178,12.300123001230013
411,1,1.0,574.0,98109,17.421602787456447
412,4,2.0,2480.0,98122,4.032258064516129
413,4,3.0,3320.0,98116,3.0120481927710845
414,2,1.0,1720.0,98118,5.813953488372093
415,3,2.0,2050.0,98109,4.878048780487805
416,4,3.0,2370.0,98115,4.219409282700422
417,4,5.0,3660.0,98118,2.73224043715847
418,3,3.5,1670.0,98107,5.9880239520958085
419,2,3.5,990.0,98178,10.1010101010101
420,3,3.0,3120.0,98199,3.2051282051282053
421,3,2.0,2260.0,98199,4.424778761061947
422,2,1.0,650.0,98103,15.384615384615385
423,3,3.5,1540.0,98126,6.4935064935064934
424,3,3.5,1980.0,98144,5.05050505050505
425,3,1.0,2160.0,98115,4.62962962962963
426,4,2.5,3080.0,98117,3.2467532467532467
427,2,3.0,1740.0,98105,5.747126436781609
428,3,2.0,1900.0,98112,5.2631578947368425
429,9,5.0,3940.0,98133,2.5380710659898478
430,2,1.5,1366.0,98116,7.320644216691069
431,4,1.5,1920.0,98125,5.208333333333333
432,1,1.0,715.0,98115,13.986013986013987
433,3,2.5,1610.0,98107,6.211180124223603
434,6,4.0,2960.0,98199,3.3783783783783785
435,4,2.0,1810.0,98117,5.524861878453039
436,2,2.0,1125.0,98102,8.88888888888889
437,2,2.0,1893.0,98115,5.282620179609086
